images/P00001_10172,720,1280,1041,281,1185,645,p00001,0
images/P00001_10206,720,1280,991,251,1091,539,p00001,0
images/P00001_10252,720,1280,754,237,852,493,p00001,0
images/P00001_10282,720,1280,511,229,647,525,p00001,0
images/P00001_10339,720,1280,183,247,317,533,p00001,0
images/P00001_10375,720,1280,185,285,331,621,p00001,0
images/P00001_10402,720,1280,137,303,323,719,p00001,0
images/P00001_10435,720,1280,203,327,431,720,p00001,0
images/P00001_10617,720,1280,613,237,729,527,p00001,0
images/P00001_10643,720,1280,389,235,531,527,p00001,0
images/P00001_10661,720,1280,355,251,481,557,p00001,0
images/P00001_10678,720,1280,329,267,455,610,p00001,0
images/P00001_10689,720,1280,286,273,453,653,p00001,0
images/P00001_10691,720,1280,406,304,619,720,p00001,0
images/P00001_10745,720,1280,972,285,1104,645,p00001,0
images/P00001_10748,720,1280,731,257,851,588,p00001,0
images/P00001_10777,720,1280,506,251,637,526,p00001,0
images/P00001_10817,720,1280,357,248,457,523,p00001,0
images/P00001_10831,720,1280,325,258,450,567,p00001,0
images/P00001_10867,720,1280,247,308,410,700,p00001,0
images/P00001_10890,720,1280,370,308,522,720,p00001,0
images/P00001_10901,720,1280,461,300,619,673,p00001,0
images/P00001_10911,720,1280,570,283,711,646,p00001,0
images/P00001_10912,720,1280,712,245,849,573,p00001,0
images/P00001_10913,720,1280,821,228,947,512,p00001,0
images/P00002_10052,720,1280,283,258,414,680,p00002,1
images/P00002_10079,720,1280,322,242,432,606,p00002,1
images/P00002_10108,720,1280,375,222,462,528,p00002,1
images/P00002_10122,720,1280,468,210,538,494,p00002,1
images/P00002_10140,720,1280,650,210,715,490,p00002,1
images/P00002_10151,720,1280,739,213,843,485,p00002,1
images/P00002_10164,720,1280,846,216,940,493,p00002,1
images/P00002_10223,720,1280,1087,274,1219,718,p00002,1
images/P00002_10381,720,1280,900,222,987,512,p00002,1
images/P00002_10404,720,1280,1006,237,1102,586,p00002,1
images/P00002_10424,720,1280,1031,268,1156,720,p00002,1
images/P00002_10434,720,1280,951,249,1080,678,p00002,1
images/P00002_10443,720,1280,858,242,958,636,p00002,1
images/P00002_10452,720,1280,750,232,854,608,p00002,1
images/P00002_10482,720,1280,531,214,634,516,p00002,1
images/P00002_10548,720,1280,376,230,478,532,p00002,1
images/P00002_10571,720,1280,322,244,430,618,p00002,1
